id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
221,Synset('monotony.n.01'),1,he had never grown accustomed to the monotony of his work,Synset('sparkle.n.01'),2,he had a sparkle in his eye,1
222,Synset('date.n.02'),2,his date never stopped talking,Synset('conclusion.n.07'),1,the conclusion of a business deal,0
223,Synset('guardianship.n.02'),2,he left his car in my keeping,Synset('sureness.n.02'),1,sureness of hand,0
224,Synset('wave.n.08'),1,a heat wave,Synset('machine.n.02'),2,the boxer was a magnificent fighting machine,1
225,Synset('dimple.n.03'),1,His dimple appeared whenever he smiled,Synset('refresher.n.02'),3,he stopped at the bar for a quick refresher,1
226,Synset('alderman.n.01'),2,aldermen usually represent city wards,Synset('seating.n.01'),1,there is seating for 40 students in this classroom,0
227,Synset('score.n.05'),1,don't do it on my account,Synset('natural.n.01'),2,he's a natural for the job,1
228,Synset('development.n.07'),1,after he saw the latest development he changed his mind and became a supporter,Synset('allotrope.n.01'),2,graphite and diamond are allotropes of carbon,1
229,Synset('stride.n.03'),1,make strides,Synset('throw.n.05'),2,he risked his fortune on a throw of the dice,1
230,Synset('mechanism.n.02'),1,a mechanism of social control,Synset('counter.n.08'),3,a counter may be used to stiffen the material around the heel and to give support to the foot,1
231,Synset('tipper.n.01'),2,a generous tipper,Synset('spring.n.02'),1,the spring was broken,0
232,Synset('carpetbagger.n.01'),2,after the Civil War the carpetbaggers from the north tried to take over the south,Synset('parade.n.02'),1,a parade of strollers on the mall,0
233,Synset('heavy_lifting.n.01'),1,the boss hoped the plan would succeed but he wasn't willing to do the heavy lifting,Synset('baby.n.02'),2,the baby of the family,1
234,Synset('membership.n.01'),1,they polled their membership,Synset('marching_music.n.01'),2,Sousa wrote the best marches,1
235,Synset('stretch.n.01'),2,a stretch of highway,Synset('end.n.10'),1,the phone rang at the other end,0
236,Synset('cloud.n.04'),1,the only cloud on the horizon was the possibility of dissent by the French,Synset('better.n.03'),2,the common man has been kept in his place by his betters,1
237,Synset('ring.n.02'),1,a ring of ships in the harbor,Synset('hemoglobin.n.01'),3,fish have simpler hemoglobin than mammals,1
238,Synset('protein.n.01'),3,a diet high in protein,Synset('troll.n.03'),1,he used a spinner as his troll,0
239,Synset('takedown.n.01'),2,a takedown counts two points,Synset('break.n.09'),1,the break in the dam threatened the valley,0
240,Synset('married.n.01'),2,we invited several young marrieds,Synset('zinger.n.01'),1,he always greeted me with a new zinger,0
241,Synset('main_street.n.02'),2,Main Street will never vote for a liberal politician,Synset('guise.n.01'),1,under the guise of friendship he betrayed them,0
242,Synset('wild_card.n.01'),1,the weather was a wild card,Synset('officer.n.04'),2,he is the officer in charge of the ship's engines,1
243,Synset('irony.n.02'),1,the irony of Ireland's copying the nation she most hated,Synset('hoper.n.01'),2,only an avid hoper could expect the team to win now,1
244,Synset('nose.n.01'),1,he has a cold in the nose,Synset('gatekeeper.n.01'),2,there are too many gatekeepers between the field officers and the chief,1
245,Synset('vx_gas.n.01'),4,VX gas is one of those things we wish we could disinvent,Synset('art.n.03'),1,the art of conversation,0
246,Synset('crooning.n.01'),3,her crooning soon put the child to sleep,Synset('preparation.n.05'),1,the resolution of one dissonance is often the preparation for another dissonance,0
247,Synset('stampede.n.01'),2,when he shouted `fire' there was a stampede to the exits,Synset('marriage.n.02'),1,his second marriage was happier than the first,0
248,Synset('head.n.01'),1,he stuck his head out the window,Synset('password.n.01'),2,he forgot the password,1
249,Synset('block.n.05'),1,there is a block of classrooms in the west wing,Synset('hunter.n.02'),2,a treasure hunter,1
250,Synset('doctor.n.01'),2,I felt so bad I went to see my doctor,Synset('wrinkle.n.01'),1,his face has many lines,0
251,Synset('election.n.03'),1,they celebrated his election,Synset('extracellular_fluid.n.01'),2,the body normally has about 15 quarts of extracellular fluid,1
252,Synset('trench_warfare.n.01'),2,the hope that his superior campaigning skills would make a difference evaporated in the realization that electioneering had become a form of trench warfare,Synset('middle.n.02'),1,"A whole is that which has beginning, middle, and end",0
253,Synset('habit.n.02'),2,owls have nocturnal habits,Synset('elasticity.n.01'),1,the waistband had lost its snap,0
254,Synset('muggee.n.01'),2,the law seems to give more protection to the mugger than to the muggee,Synset('legs.n.01'),1,that old Broadway play really has legs,0
255,Synset('transmogrification.n.01'),1,the transmogrification of the prince into a porcupine,Synset('experimenter.n.02'),2,she was an experimenter in new forms of poetry,1
256,Synset('strike.n.05'),1,this pitcher throws more strikes than balls,Synset('bidding.n.02'),3,they came at his bidding,1
257,Synset('costume.n.01'),2,he won the prize for best costume,Synset('sorrow.n.01'),1,he tried to express his sorrow at her loss,0
258,Synset('count.n.01'),1,a blood count,Synset('section.n.01'),2,he always turns first to the business section,1
259,Synset('cracker.n.03'),4,crackers are often mistakenly called hackers,Synset('spectator.n.01'),2,the spectators applauded the performance,0
260,Synset('size.n.03'),2,size gives body to a fabric,Synset('mile.n.08'),1,he holds the record in the mile,0
261,Synset('backing.n.01'),1,his vigorous backing of the conservatives got him in trouble with progressives,Synset('bag.n.07'),2,he was romancing the old bag for her money,1
262,Synset('anchorage.n.03'),2,Anchorage is the largest city in Alaska,Synset('plot.n.01'),1,they concocted a plot to discredit the governor,0
263,Synset('looseness.n.03'),1,misunderstandings can often be traced to a looseness of expression,Synset('compromiser.n.01'),2,Henry Clay was known as the Great Compromiser,1
264,Synset('transgressor.n.01'),2,the way of transgressors is hard,Synset('competition.n.01'),1,business competition can be fiendish at times,0
265,Synset('starvation.n.02'),2,the besiegers used starvation to induce surrender,Synset('week.n.01'),1,it rained for a week,0
266,Synset('infantry.n.01'),1,there came ten thousand horsemen and as many fully-armed foot,Synset('lend-lease.n.01'),2,lend-lease during World War II was extremely generous,1
267,Synset('exemption.n.02'),2,additional exemptions are allowed for each dependent,Synset('attitude.n.03'),1,the actor struck just the right attitude,0
268,Synset('ionization.n.01'),1,the ionization of a gas,Synset('luminary.n.01'),2,he was host to a large gathering of luminaries,1
269,Synset('housecleaning.n.02'),1,efficient housecleaning should proceed one room at a time,Synset('riser.n.01'),2,he's usually a late riser,1
270,Synset('prompt.n.01'),1,the audience could hear his prompting,Synset('farsi.n.01'),4,many Farsi emigrated to India near Bombay,1
271,Synset('outwardness.n.02'),1,the outwardness of the world,Synset('stock.n.03'),2,the rifle had been fitted with a special stock,1
272,Synset('petter.n.01'),2,they are heavy petters,Synset('hilltop.n.01'),1,the sun set behind the brow of distant hills,0
273,Synset('organization.n.04'),2,he was brought in to supervise the organization of a new department,Synset('snapshot.n.01'),1,my snapshots haven't been developed yet,0
274,Synset('adhocracy.n.01'),1,the choice between bureaucracy and adhocracy represents a common dilemma,Synset('kat.n.01'),2,in Yemen kat is used daily by 85% of adults,1
275,Synset('immediacy.n.03'),1,the immediacy of their response,Synset('sheet.n.01'),2,a sheet of ice,1
276,Synset('cooking.n.01'),1,cooking can be a great art,Synset('bidding.n.02'),3,they came at his bidding,1
277,Synset('addition.n.03'),1,there was an addition to property taxes this year,Synset('runner.n.03'),2,he sent a runner over with the contract,1
278,Synset('left.n.05'),1,take a left at the corner,Synset('orderer.n.02'),2,Aristotle was a great orderer of ideas,1
279,Synset('boneshaker.n.01'),2,that old bike without rubber tires was a real boneshaker,Synset('surge.n.02'),1,stimulated a surge of speculation,0
280,Synset('brother.n.01'),2,my brother still lives with our parents,Synset('solar_energy.n.01'),1,"the amount of energy falling on the earth is given by the solar constant, but very little use has been made of solar energy",0
281,Synset('inductee.n.01'),2,Ty Cobb and Babe Ruth were 1936 inductees in the National Baseball Hall of Fame,Synset('negative.n.01'),1,he answered in the negative,0
282,Synset('deadness.n.02'),1,he objected to the deadness of the tennis balls,Synset('sod.n.04'),4,the poor sod couldn't even buy a drink,1
283,Synset('contribution.n.01'),1,I am proud of my contribution in advancing the project,Synset('homeless.n.01'),2,a homeless was found murdered in Central Park,1
284,Synset('married.n.01'),2,we invited several young marrieds,Synset('reign.n.01'),1,he was helpless under the reign of his egotism,0
285,Synset('politics.n.05'),3,unemployment dominated the politics of the inter-war years,Synset('change.n.08'),1,he had a pocketful of change,0
286,Synset('wild.n.01'),1,he lived in the wild,Synset('touch.n.02'),2,only sight and touch enable us to locate objects in the space around us,1
287,Synset('ironmonger.n.01'),2,in England they call a hardwareman an ironmonger,Synset('walk_of_life.n.01'),1,it happens in all walks of life,0
288,Synset('mother's_son.n.01'),2,every mother's son who could walk was there,Synset('proposal.n.03'),1,they listened to her proposal,0
289,Synset('above.n.01'),2,for instructions refer to the above,Synset('commission.n.04'),1,put the ships into commission,0
290,Synset('hang.n.02'),1,he adjusted the hang of his coat,Synset('trump.n.02'),2,clubs were declared trumps,1
291,Synset('hired_hand.n.01'),2,the hired hand fixed the railing,Synset('tape.n.02'),1,the several recordings were combined on a master tape,0
292,Synset('vote.n.05'),1,they are expecting a large vote,Synset('intifada.n.01'),2,the first intifada ended when Israel granted limited autonomy to the Palestine National Authority in 1993,1
293,Synset('guard.n.02'),4,the left guard was injured on the play,Synset('whip.n.05'),1,the whip raised a red welt,0
294,Synset('election.n.01'),2,the results of the election will be announced tonight,Synset('hurry.n.01'),1,in a hurry to lock the door,0
295,Synset('tempter.n.01'),2,Satan is the great tempter of mankind,Synset('tilt.n.04'),1,the tower had a pronounced tilt,0
296,Synset('end.n.01'),1,the end of the pier,Synset('daniel.n.02'),4,a Daniel come to judgment,1
297,Synset('benefit_of_clergy.n.01'),2,they are living together without benefit of clergy,Synset('stirring.n.01'),1,constant stirring prevents it from burning on the bottom of the pan,0
298,Synset('stick.n.09'),2,the policy so far is all stick and no carrot,Synset('king.n.04'),1,the lion is the king of beasts,0
299,Synset('elizabeth.n.01'),2,Elizabeth II is the head of state in Great Britain,Synset('leaning.n.01'),1,he felt leanings toward frivolity,0
300,Synset('heroics.n.01'),2,heroics are for those epic films they make in Hollywood,Synset('property.n.04'),1,self-confidence is not an endearing property,0
301,Synset('wakefulness.n.01'),2,consciousness during wakefulness in a sane person is pretty well ordered and familiar,Synset('cup.n.03'),1,bees filled the waxen cups with honey,0
302,Synset('actor.n.02'),2,he's a principal actor in this affair,Synset('social_welfare.n.01'),1,she lives on welfare,0
303,Synset('possibility.n.01'),1,this room has great possibilities,Synset('leak.n.01'),2,one of the tires developed a leak,1
304,Synset('save.n.01'),1,the goalie made a brilliant save,Synset('tea.n.01'),3,iced tea is a cooling drink,1
305,Synset('self.n.02'),2,one's own self,Synset('run.n.13'),1,she got a run in her stocking,0
306,Synset('panhandle.n.01'),1,Wheeling is located in the northern panhandle of West Virginia,Synset('upholder.n.01'),2,firm upholders of tradition,1
307,Synset('verge.n.02'),1,on the verge of tears,Synset('burg.n.01'),2,I've lived in this burg all my life,1
308,Synset('devotion.n.02'),2,the devotion of his time and wealth to science,Synset('introduction.n.05'),1,they resisted the introduction of impractical alternatives,0
309,Synset('rearmament.n.01'),2,he opposed the rearmament of Japan after World War II,Synset('gen.n.01'),1,give me the gen on your new line of computers,0
310,Synset('shallowness.n.02'),1,take into account the shallowness at that end of the pool before you dive,Synset('toast.n.02'),2,he was the toast of the town,1
